"year","country","sector","CO2GDPPPP","GDPpcPPP","old_share","POP","pop_urb_share","sec_share","CO2GDPPPP_q5","CO2GDPPPP_q16","CO2GDPPPP_q84","CO2GDPPPP_q95","GDPpcPPP_q5","GDPpcPPP_q16","GDPpcPPP_q84","GDPpcPPP_q95","old_share_q5","old_share_q16","old_share_q84","old_share_q95","POP_q5","POP_q16","POP_q84","POP_q95","pop_urb_share_q5","pop_urb_share_q16","pop_urb_share_q84","pop_urb_share_q95","sec_share_q5","sec_share_q16","sec_share_q84","sec_share_q95","total_emissions_MtCO2eq","total_emissions_q5_MtCO2eq","total_emissions_q16_MtCO2eq","total_emissions_q84_MtCO2eq","total_emissions_q95_MtCO2eq","japan_total_MtCO2eq"
1985,"JPN","agriculture",0.230405823116463,25259.4947444555,0.411468254825011,120.4244,0.76712,0.443443443443443,0.230405823116463,0.230405823116463,0.230405823116463,0.230405823116463,25259.4947444555,25259.4947444555,25259.4947444555,25259.4947444555,0.411468254825011,0.411468254825011,0.411468254825011,0.411468254825011,120.4244,120.4244,120.4244,120.4244,0.76712,0.76712,0.76712,0.76712,0.443443443443443,0.443443443443443,0.443443443443443,0.443443443443443,70.0862141649657,70.0862141649657,70.0862141649657,70.0862141649657,70.0862141649657,1122.76914430533
1985,"JPN","buildings",0.356716312555161,25259.4947444555,0.411468254825011,120.4244,0.76712,0.443443443443443,0.356716312555161,0.356716312555161,0.356716312555161,0.356716312555161,25259.4947444555,25259.4947444555,25259.4947444555,25259.4947444555,0.411468254825011,0.411468254825011,0.411468254825011,0.411468254825011,120.4244,120.4244,120.4244,120.4244,0.76712,0.76712,0.76712,0.76712,0.443443443443443,0.443443443443443,0.443443443443443,0.443443443443443,108.508090376,108.508090376,108.508090376,108.508090376,108.508090376,1122.76914430533
1985,"JPN","industry",1.36111284703374,25259.4947444555,0.411468254825011,120.4244,0.76712,0.443443443443443,1.36111284703374,1.36111284703374,1.36111284703374,1.36111284703374,25259.4947444555,25259.4947444555,25259.4947444555,25259.4947444555,0.411468254825011,0.411468254825011,0.411468254825011,0.411468254825011,120.4244,120.4244,120.4244,120.4244,0.76712,0.76712,0.76712,0.76712,0.443443443443443,0.443443443443443,0.443443443443443,0.443443443443443,414.031404283012,414.031404283012,414.031404283012,414.031404283012,414.031404283012,1122.76914430533
1985,"JPN","energy",1.14577119350095,25259.4947444555,0.411468254825011,120.4244,0.76712,0.443443443443443,1.14577119350095,1.14577119350095,1.14577119350095,1.14577119350095,25259.4947444555,25259.4947444555,25259.4947444555,25259.4947444555,0.411468254825011,0.411468254825011,0.411468254825011,0.411468254825011,120.4244,120.4244,120.4244,120.4244,0.76712,0.76712,0.76712,0.76712,0.443443443443443,0.443443443443443,0.443443443443443,0.443443443443443,348.527498852168,348.527498852168,348.527498852168,348.527498852168,348.527498852168,1122.76914430533
1985,"JPN","transport",0.597055638811085,25259.4947444555,0.411468254825011,120.4244,0.76712,0.443443443443443,0.597055638811085,0.597055638811085,0.597055638811085,0.597055638811085,25259.4947444555,25259.4947444555,25259.4947444555,25259.4947444555,0.411468254825011,0.411468254825011,0.411468254825011,0.411468254825011,120.4244,120.4244,120.4244,120.4244,0.76712,0.76712,0.76712,0.76712,0.443443443443443,0.443443443443443,0.443443443443443,0.443443443443443,181.615936629182,181.615936629182,181.615936629182,181.615936629182,181.615936629182,1122.76914430533
1986,"JPN","agriculture",0.219967210508842,25973.9728209584,0.421176017951503,121.008140960886,0.76835,0.446156925540432,0.219967210508842,0.219967210508842,0.219967210508842,0.219967210508842,25973.9728209584,25973.9728209584,25973.9728209584,25973.9728209584,0.421176017951503,0.421176017951503,0.421176017951503,0.421176017951503,121.008140960886,121.008140960886,121.008140960886,121.008140960886,0.76835,0.76835,0.76835,0.76835,0.446156925540432,0.446156925540432,0.446156925540432,0.446156925540432,69.1370616766156,69.1370616766156,69.1370616766156,69.1370616766156,69.1370616766156,1118.29164504646
1986,"JPN","industry",1.27521334494756,25973.9728209584,0.421176017951503,121.008140960886,0.76835,0.446156925540432,1.27521334494756,1.27521334494756,1.27521334494756,1.27521334494756,25973.9728209584,25973.9728209584,25973.9728209584,25973.9728209584,0.421176017951503,0.421176017951503,0.421176017951503,0.421176017951503,121.008140960886,121.008140960886,121.008140960886,121.008140960886,0.76835,0.76835,0.76835,0.76835,0.446156925540432,0.446156925540432,0.446156925540432,0.446156925540432,400.807481608442,400.807481608442,400.807481608442,400.807481608442,400.807481608442,1118.29164504646
1986,"JPN","buildings",0.356642137567236,25973.9728209584,0.421176017951503,121.008140960886,0.76835,0.446156925540432,0.356642137567236,0.356642137567236,0.356642137567236,0.356642137567236,25973.9728209584,25973.9728209584,25973.9728209584,25973.9728209584,0.421176017951503,0.421176017951503,0.421176017951503,0.421176017951503,121.008140960886,121.008140960886,121.008140960886,121.008140960886,0.76835,0.76835,0.76835,0.76835,0.446156925540432,0.446156925540432,0.446156925540432,0.446156925540432,112.094840883,112.094840883,112.094840883,112.094840883,112.094840883,1118.29164504646
1986,"JPN","energy",1.10857793325564,25973.9728209584,0.421176017951503,121.008140960886,0.76835,0.446156925540432,1.10857793325564,1.10857793325564,1.10857793325564,1.10857793325564,25973.9728209584,25973.9728209584,25973.9728209584,25973.9728209584,0.421176017951503,0.421176017951503,0.421176017951503,0.421176017951503,121.008140960886,121.008140960886,121.008140960886,121.008140960886,0.76835,0.76835,0.76835,0.76835,0.446156925540432,0.446156925540432,0.446156925540432,0.446156925540432,348.432935834086,348.432935834086,348.432935834086,348.432935834086,348.432935834086,1118.29164504646
1986,"JPN","transport",0.597567961492148,25973.9728209584,0.421176017951503,121.008140960886,0.76835,0.446156925540432,0.597567961492148,0.597567961492148,0.597567961492148,0.597567961492148,25973.9728209584,25973.9728209584,25973.9728209584,25973.9728209584,0.421176017951503,0.421176017951503,0.421176017951503,0.421176017951503,121.008140960886,121.008140960886,121.008140960886,121.008140960886,0.76835,0.76835,0.76835,0.76835,0.446156925540432,0.446156925540432,0.446156925540432,0.446156925540432,187.819325044318,187.819325044318,187.819325044318,187.819325044318,187.819325044318,1118.29164504646
